gene_id,gene,ctl1,ctl2,ctl3,dta1,dta2,dta3
ENSMUSG00000022061,Nkx3-1,0,0,0,0,0,0
ENSMUSG00000022064,Pibf1,1,5,8,42,64,2
ENSMUSG00000022070,Bora,0,4,6,9,15,1
ENSMUSG00000022074,Tnfrsf10b,0,0,0,0,0,0
ENSMUSG00000022075,Rhobtb2,6,33,38,263,219,7
ENSMUSG00000022076,Klhl1,6,7,4,82,68,2
ENSMUSG00000022085,Pebp4,0,0,0,1,5,0
ENSMUSG00000022089,Bin3,2,11,4,31,25,4
ENSMUSG00000022090,Pdlim2,0,0,3,0,0,0
ENSMUSG00000022091,Sorbs3,0,0,3,2,2,0
ENSMUSG00000022092,Ppp3cc,0,3,12,14,28,0
ENSMUSG00000022094,Slc39a14,3,21,15,95,75,3
ENSMUSG00000022096,Hr,0,3,28,23,13,0
ENSMUSG00000022097,Sftpc,0,0,0,0,0,0
ENSMUSG00000022098,Bmp1,0,2,71,88,77,4
ENSMUSG00000022099,Dmtn,0,0,29,16,21,0
ENSMUSG00000022100,Xpo7,1,10,16,82,57,2
ENSMUSG00000022101,Fgf17,0,0,1,0,0,0
ENSMUSG00000022102,Dok2,0,0,1,0,0,0
ENSMUSG00000022103,Gfra2,4,80,15,348,324,7
ENSMUSG00000022105,Rb1,3,6,17,65,58,1
ENSMUSG00000022106,Rcbtb2,3,15,15,105,109,2
ENSMUSG00000022108,Itm2b,693,1649,480,8902,5942,343
ENSMUSG00000022109,Med4,1,7,10,74,44,1
ENSMUSG00000022110,Sucla2,22,106,43,574,443,15
ENSMUSG00000022111,Uchl3,0,8,7,68,66,2
ENSMUSG00000022112,Gpc5,0,0,0,3,8,0
ENSMUSG00000022113,Trim52,0,0,0,0,0,0
ENSMUSG00000022114,Spry2,1,4,24,39,11,1
ENSMUSG00000022119,Rbm26,5,20,22,90,93,5
ENSMUSG00000022122,Ednrb,1,1,67,115,8,0
ENSMUSG00000022123,Scel,0,1,1,18,9,1
ENSMUSG00000022124,Fbxl3,1,9,8,75,60,4
ENSMUSG00000022125,Cln5,3,3,6,30,20,2
ENSMUSG00000022126,Acod1,0,0,0,0,0,0
ENSMUSG00000022129,Dct,0,2,0,27,31,0
ENSMUSG00000022130,Tgds,1,2,10,14,19,2
ENSMUSG00000022131,Gpr180,19,55,21,317,248,17
ENSMUSG00000022132,Cldn10,0,0,7,15,1,0
ENSMUSG00000022136,Dnajc3,8,35,14,153,135,8
ENSMUSG00000022139,Mbnl2,17,109,79,599,424,24
ENSMUSG00000022141,Nipbl,0,6,7,44,43,1
ENSMUSG00000022142,Nup155,3,4,9,53,33,0
ENSMUSG00000022144,Gdnf,0,0,0,0,1,0
ENSMUSG00000022146,Osmr,0,0,0,1,0,0
ENSMUSG00000022149,C9,0,0,0,0,0,0
ENSMUSG00000022150,Dab2,0,13,2,5,1,0
ENSMUSG00000022151,Ttc33,3,10,21,37,38,1
ENSMUSG00000022155,Mroh2b,0,0,0,0,0,0
ENSMUSG00000022156,Gzme,0,0,0,0,0,0
ENSMUSG00000022157,Mcpt8,0,0,0,0,0,0
ENSMUSG00000022159,Rab2b,2,9,9,51,51,1
ENSMUSG00000022160,Mettl3,1,4,3,38,41,1
ENSMUSG00000022174,Dad1,20,66,35,401,284,7
ENSMUSG00000022175,Lrp10,7,9,15,77,63,2
ENSMUSG00000022176,Rem2,0,0,6,2,1,0
ENSMUSG00000022177,Haus4,1,0,3,8,13,1
ENSMUSG00000022178,Ajuba,0,0,0,0,0,0
ENSMUSG00000022180,Slc7a8,8,20,34,201,141,8
ENSMUSG00000022181,C6,0,0,0,0,0,0
ENSMUSG00000022184,Fbxo4,0,2,1,12,6,1
ENSMUSG00000022185,Acin1,2,26,76,156,185,7
ENSMUSG00000022186,Oxct1,31,124,103,810,731,10
ENSMUSG00000022191,Drosha,3,10,17,94,92,3
ENSMUSG00000022193,Psmb5,22,54,49,432,395,6
ENSMUSG00000022194,Pabpn1,2,28,154,293,367,30
ENSMUSG00000022197,Pdzd2,0,0,1,11,20,0
ENSMUSG00000022199,Slc22a17,41,70,189,662,680,23
ENSMUSG00000022200,Golph3,5,16,13,130,122,4
ENSMUSG00000022201,Zfr,7,30,24,230,219,1
ENSMUSG00000022203,Efs,0,0,3,3,3,0
ENSMUSG00000022204,Ngdn,1,2,11,36,26,0
ENSMUSG00000022205,Sub1,3,19,10,142,117,2
ENSMUSG00000022206,Npr3,0,0,0,0,0,0
ENSMUSG00000022208,Jph4,3,1,143,135,186,11
ENSMUSG00000022209,Dhrs2,0,0,0,1,0,0
ENSMUSG00000022210,Dhrs4,2,7,3,5,10,2
ENSMUSG00000022211,Carmil3,0,1,42,44,91,2
ENSMUSG00000022212,Cpne6,0,0,1,1,0,0
ENSMUSG00000022214,Dcaf11,1,12,31,116,84,5
ENSMUSG00000022215,Fitm1,0,0,0,0,0,0
ENSMUSG00000022216,Psme1,0,3,15,35,50,0
ENSMUSG00000022217,Emc9,2,3,22,38,54,0
ENSMUSG00000022218,Tgm1,0,0,0,0,0,0
ENSMUSG00000022219,Cideb,0,0,1,0,0,0
ENSMUSG00000022220,Adcy4,0,0,0,0,0,0
ENSMUSG00000022221,Ripk3,0,0,0,0,0,0
ENSMUSG00000022223,Sdr39u1,13,30,12,137,173,5
ENSMUSG00000022225,Cma1,0,0,0,0,0,0
ENSMUSG00000022226,Mcpt2,0,0,0,0,0,0
ENSMUSG00000022227,Mcpt1,0,0,0,0,0,0
ENSMUSG00000022228,Zscan26,4,15,44,108,113,5
ENSMUSG00000022229,Atp12a,0,0,0,0,0,0
ENSMUSG00000022231,Sema5a,0,2,4,7,15,0
ENSMUSG00000022234,Cct5,3,19,8,134,100,3
ENSMUSG00000022235,Cmbl,0,0,1,0,0,0
ENSMUSG00000022236,Ropn1l,0,0,0,3,1,0
ENSMUSG00000022237,Ankrd33b,1,9,5,45,43,2
ENSMUSG00000022240,Ctnnd2,9,37,74,269,294,4
ENSMUSG00000022243,Slc45a2,0,0,0,0,0,0
ENSMUSG00000022244,Amacr,1,7,1,20,15,1
ENSMUSG00000022245,Skor1,3,0,12,40,62,5
ENSMUSG00000022246,Rai14,0,0,1,2,3,0
ENSMUSG00000022247,Brix1,0,9,3,60,41,4
ENSMUSG00000022248,Rad1,0,4,6,13,12,0
ENSMUSG00000022249,Ttc23l,0,0,0,0,0,0
ENSMUSG00000022253,Nadk2,1,4,14,15,14,0
ENSMUSG00000022255,Mtdh,6,25,39,256,200,15
ENSMUSG00000022257,Laptm4b,57,182,34,788,489,33
ENSMUSG00000022261,Sdc2,0,0,3,16,17,2
ENSMUSG00000022262,Dnah5,0,0,0,1,0,0
ENSMUSG00000022263,Trio,31,124,131,805,570,45
ENSMUSG00000022265,Ank,5,14,34,104,101,2
ENSMUSG00000022270,Retreg1,12,21,14,143,110,3
ENSMUSG00000022272,Myo10,1,33,25,174,132,10
ENSMUSG00000022280,Rnf19a,1,1,6,26,31,0
ENSMUSG00000022283,Pabpc1,0,8,12,59,53,0
ENSMUSG00000022285,Ywhaz,3,18,8,82,70,2
ENSMUSG00000022286,Grhl2,0,0,0,0,0,0
ENSMUSG00000022292,Rrm2b,2,7,4,43,21,0
ENSMUSG00000022295,Atp6v1c1,14,52,41,383,300,10
ENSMUSG00000022296,Baalc,1,3,9,33,12,0
ENSMUSG00000022297,Fzd6,0,0,2,0,13,0
ENSMUSG00000022299,Slc25a32,1,5,4,15,11,1
ENSMUSG00000022300,Dcaf13,2,20,16,99,71,4
ENSMUSG00000022303,Dcstamp,0,0,0,2,0,0
ENSMUSG00000022304,Dpys,0,0,0,0,1,0
ENSMUSG00000022305,Lrp12,7,17,8,115,100,5
ENSMUSG00000022306,Zfpm2,0,4,30,25,28,1
ENSMUSG00000022307,Oxr1,5,13,28,169,141,6
ENSMUSG00000022309,Angpt1,0,0,2,15,13,0
ENSMUSG00000022311,Csmd3,0,0,7,14,23,0
ENSMUSG00000022312,Eif3h,2,6,12,77,67,1
ENSMUSG00000022313,Utp23,1,3,7,35,23,0
ENSMUSG00000022314,Rad21,3,9,19,49,47,0
ENSMUSG00000022315,Slc30a8,0,0,0,0,0,0
ENSMUSG00000022321,Cdh10,0,0,4,15,30,0
ENSMUSG00000022322,Shcbp1,0,0,1,1,1,0
ENSMUSG00000022323,Rida,2,5,6,20,19,2
ENSMUSG00000022324,Matn2,0,0,2,0,3,0
ENSMUSG00000022325,Pop1,1,0,4,15,13,1
ENSMUSG00000022329,Stk3,1,12,12,47,38,2
ENSMUSG00000022330,Osr2,0,0,0,0,0,0
ENSMUSG00000022332,Khdrbs3,0,2,5,7,15,0
ENSMUSG00000022335,Zfat,1,3,2,14,11,1
ENSMUSG00000022336,Eif3e,1,5,6,38,34,2
ENSMUSG00000022337,Emc2,12,40,23,297,186,9
ENSMUSG00000022338,Eny2,0,2,4,23,22,0
ENSMUSG00000022339,Ebag9,3,20,15,128,89,2
ENSMUSG00000022340,Sybu,12,83,42,411,264,20
ENSMUSG00000022342,Kcnv1,1,0,1,1,2,0
ENSMUSG00000022346,Myc,0,0,5,0,3,0
ENSMUSG00000022347,A1bg,0,0,0,0,0,0
ENSMUSG00000022350,Washc5,3,6,3,28,39,1
ENSMUSG00000022351,Sqle,6,18,39,145,130,9
ENSMUSG00000022353,Mtss1,64,368,195,1949,1884,79
ENSMUSG00000022354,Ndufb9,15,48,59,321,326,8
ENSMUSG00000022357,Klhl38,0,0,0,0,0,0
ENSMUSG00000022358,Fbxo32,0,0,0,0,0,0
ENSMUSG00000022360,Atad2,0,0,2,2,2,0
ENSMUSG00000022361,Zhx1,1,10,12,65,76,1
ENSMUSG00000022364,Tbc1d31,0,1,2,3,5,0
ENSMUSG00000022365,Derl1,17,36,24,186,155,6
ENSMUSG00000022366,Slc22a22,0,0,0,0,0,0
ENSMUSG00000022367,Has2,0,0,0,0,0,0
ENSMUSG00000022369,Mtbp,0,0,3,4,2,1
ENSMUSG00000022371,Col14a1,0,0,0,0,0,0
ENSMUSG00000022372,Sla,0,0,17,12,12,0
ENSMUSG00000022376,Adcy8,0,1,5,16,9,1
ENSMUSG00000022377,Asap1,4,9,14,112,90,6
ENSMUSG00000022382,Wnt7b,0,0,2,4,4,0
ENSMUSG00000022383,Ppara,0,0,0,4,2,0
ENSMUSG00000022385,Gtse1,0,0,0,1,1,0
ENSMUSG00000022386,Trmu,0,1,11,20,27,0
ENSMUSG00000022387,Brd1,4,11,28,81,110,7
ENSMUSG00000022388,Ttll8,0,0,1,0,0,0
ENSMUSG00000022389,Tef,4,24,57,177,197,8
ENSMUSG00000022390,Zc3h7b,0,18,42,91,110,3
ENSMUSG00000022391,Rangap1,21,58,20,257,308,8
ENSMUSG00000022394,L3mbtl2,1,9,4,46,41,0
ENSMUSG00000022400,Rbx1,4,3,5,62,48,1
ENSMUSG00000022401,Xpnpep3,0,3,4,14,19,0
ENSMUSG00000022403,St13,13,42,25,194,176,4
ENSMUSG00000022404,Slc25a17,3,15,18,134,82,2
ENSMUSG00000022407,Adsl,8,19,12,79,72,1
ENSMUSG00000022408,Fam83f,0,0,1,4,4,0
ENSMUSG00000022412,Mief1,2,13,10,57,77,4
ENSMUSG00000022414,Tab1,0,9,11,47,45,3
ENSMUSG00000022415,Syngr1,56,92,111,667,583,20
ENSMUSG00000022416,Cacna1i,1,0,33,25,32,0
ENSMUSG00000022419,Deptor,0,0,2,9,3,1
ENSMUSG00000022420,Dnal4,5,12,12,64,85,4
ENSMUSG00000022421,Nptxr,99,169,103,1181,1178,37
ENSMUSG00000022422,Dscc1,0,0,1,0,1,0
ENSMUSG00000022425,Enpp2,6,25,22,139,93,5
ENSMUSG00000022426,Josd1,2,12,18,76,66,3
ENSMUSG00000022427,Tomm22,6,17,18,179,140,4
ENSMUSG00000022428,Cby1,1,11,12,89,103,0
ENSMUSG00000022429,Dmc1,0,0,4,0,1,0
ENSMUSG00000022431,Ribc2,0,0,0,0,0,0
ENSMUSG00000022432,Smc1b,0,0,0,0,0,0
ENSMUSG00000022433,Csnk1e,1,5,45,83,124,0
ENSMUSG00000022434,Fam118a,1,10,4,27,39,0
ENSMUSG00000022435,Upk3a,0,0,0,0,1,0
ENSMUSG00000022436,Sh3bp1,0,2,2,7,6,0
ENSMUSG00000022437,Samm50,7,26,23,220,182,7
ENSMUSG00000022438,Parvb,0,0,2,6,4,0
ENSMUSG00000022439,Parvg,0,0,0,0,2,0
ENSMUSG00000022440,C1qtnf6,0,0,4,6,2,0
ENSMUSG00000022441,Efcab6,0,0,0,0,0,0
ENSMUSG00000022442,Ttll1,1,9,21,44,71,4
ENSMUSG00000022443,Myh9,1,0,8,15,12,0
ENSMUSG00000022445,Cyp2d26,0,0,0,0,0,0
ENSMUSG00000022449,Adamts20,0,0,3,3,1,0
ENSMUSG00000022450,Ndufa6,7,50,31,317,319,3
ENSMUSG00000022451,Twf1,3,13,18,97,68,3
ENSMUSG00000022452,Smdt1,18,66,35,380,319,7
ENSMUSG00000022453,Naga,2,7,9,44,43,3
ENSMUSG00000022454,Nell2,74,197,91,1101,742,39
ENSMUSG00000022455,Wbp2nl,0,0,0,0,0,0
ENSMUSG00000022462,Slc38a2,14,22,40,148,125,9
ENSMUSG00000022463,Srebf2,3,6,47,74,72,3
ENSMUSG00000022464,Slc38a4,2,0,1,5,3,0
ENSMUSG00000022466,Rpap3,0,2,0,1,2,0
ENSMUSG00000022468,Endou,1,6,1,26,32,1
ENSMUSG00000022469,Rapgef3,1,0,10,7,9,0
ENSMUSG00000022471,Xrcc6,0,5,8,25,43,1
ENSMUSG00000022472,Desi1,11,61,39,292,322,6
ENSMUSG00000022474,Pmm1,10,47,48,281,383,3
ENSMUSG00000022475,Hdac7,1,8,16,34,61,1
ENSMUSG00000022476,Polr3h,1,9,17,116,92,2
ENSMUSG00000022477,Aco2,3,23,30,167,145,6
ENSMUSG00000022479,Vdr,0,0,0,0,0,0
ENSMUSG00000022483,Col2a1,1,0,10,30,2,0
ENSMUSG00000022484,Hoxc10,0,0,0,0,0,0
ENSMUSG00000022485,Hoxc5,0,0,0,0,0,0
ENSMUSG00000022487,Gtsf1,0,1,0,1,0,0
ENSMUSG00000022488,Nckap1l,0,3,0,0,1,0
ENSMUSG00000022489,Pde1b,3,3,15,93,154,1
ENSMUSG00000022490,Ppp1r1a,4,4,27,68,109,2
ENSMUSG00000022491,Glycam1,0,0,0,0,0,0
ENSMUSG00000022494,Shisa9,0,0,3,5,3,0
ENSMUSG00000022496,Tnfrsf17,0,0,0,0,0,0
ENSMUSG00000022498,Txndc11,4,28,18,148,101,7
ENSMUSG00000022500,Litaf,0,0,1,6,2,0
ENSMUSG00000022501,Prm1,0,0,0,0,0,0
ENSMUSG00000022503,Nubp1,4,6,9,31,41,0
ENSMUSG00000022504,Ciita,0,0,0,0,0,0
ENSMUSG00000022505,Emp2,0,0,4,8,4,0
ENSMUSG00000022508,Bcl6,0,2,6,21,14,0
ENSMUSG00000022510,Trp63,0,0,0,0,0,0
ENSMUSG00000022512,Cldn1,0,0,0,1,0,0
ENSMUSG00000022514,Il1rap,3,14,6,114,60,4
ENSMUSG00000022515,Anks3,0,13,22,72,76,3
ENSMUSG00000022516,Nudt16l1,5,24,33,113,120,2
ENSMUSG00000022517,Mgrn1,19,58,70,344,366,5
ENSMUSG00000022519,Srl,1,7,1,73,46,1
ENSMUSG00000022521,Crebbp,2,12,25,91,86,5
ENSMUSG00000022523,Fgf12,8,48,39,283,254,2
ENSMUSG00000022525,Plaat1,0,2,1,9,3,0
ENSMUSG00000022526,Zfp251,5,7,11,62,61,7
ENSMUSG00000022528,Hes1,0,1,3,9,3,0
ENSMUSG00000022529,Zfp263,0,5,8,46,44,3
ENSMUSG00000022533,Atp13a3,14,28,20,228,164,5
ENSMUSG00000022534,Mefv,0,0,0,0,0,0
ENSMUSG00000022536,Glyr1,11,50,57,257,292,11
ENSMUSG00000022537,Tmem44,0,0,5,4,1,0
ENSMUSG00000022538,Lsg1,1,5,7,43,36,1
ENSMUSG00000022540,Rogdi,5,44,40,238,227,2
ENSMUSG00000022544,Eef2kmt,0,4,4,20,13,0
ENSMUSG00000022545,Ercc4,3,1,6,26,31,1
ENSMUSG00000022546,Gpt,0,0,7,3,9,0
ENSMUSG00000022548,Apod,1,0,45,11,59,0
ENSMUSG00000022550,Adck5,0,4,2,10,13,0
ENSMUSG00000022551,Cyc1,19,131,65,727,710,17
ENSMUSG00000022552,Sharpin,2,7,6,40,45,3
ENSMUSG00000022553,Maf1,0,8,17,57,46,2
ENSMUSG00000022554,Hgh1,4,2,10,45,45,2
ENSMUSG00000022555,Dgat1,1,12,11,38,38,0
ENSMUSG00000022556,Hsf1,2,5,13,71,77,5
ENSMUSG00000022557,Bop1,3,12,15,75,58,2
ENSMUSG00000022558,Mroh1,1,7,35,85,108,5
ENSMUSG00000022559,Fbxl6,2,9,7,46,53,3
ENSMUSG00000022560,Slc52a2,1,9,7,44,40,5
ENSMUSG00000022561,Gpaa1,2,16,11,85,100,4
ENSMUSG00000022562,Oplah,1,1,8,6,8,1
ENSMUSG00000022564,Grina,40,118,117,566,507,25
ENSMUSG00000022565,Plec,4,35,34,205,113,13
ENSMUSG00000022568,Scrib,0,1,24,41,49,0
ENSMUSG00000022574,Naprt,1,0,4,1,2,0
ENSMUSG00000022575,Gsdmd,0,1,1,0,1,0
ENSMUSG00000022577,Ly6h,0,0,61,85,217,1
ENSMUSG00000022579,Gpihbp1,0,0,0,0,0,0
ENSMUSG00000022580,Rhpn1,0,1,3,5,7,0
ENSMUSG00000022582,Ly6g,0,1,0,0,0,0
ENSMUSG00000022583,Ly6f,0,0,0,0,0,0
ENSMUSG00000022586,Ly6i,0,0,0,0,0,0
ENSMUSG00000022587,Ly6e,3,17,32,160,154,9
ENSMUSG00000022589,Cyp11b2,0,0,0,0,0,0
ENSMUSG00000022594,Lynx1,28,85,75,567,583,10
ENSMUSG00000022595,Lypd2,0,0,0,0,0,0
ENSMUSG00000022596,Slurp1,0,0,0,0,0,0
ENSMUSG00000022598,Psca,0,0,0,0,0,0
ENSMUSG00000022601,Zbtb11,2,13,15,69,77,1
ENSMUSG00000022602,Arc,0,0,1,1,3,0
ENSMUSG00000022603,Mroh4,0,0,0,0,0,0
ENSMUSG00000022604,Cep97,0,1,7,23,22,0
ENSMUSG00000022607,Ptk2,9,20,37,151,131,10
ENSMUSG00000022610,Mapk12,0,0,6,8,4,0
ENSMUSG00000022613,Miox,0,0,0,0,0,0
ENSMUSG00000022614,Lmf2,1,3,8,40,29,1
ENSMUSG00000022617,Chkb,0,6,26,50,69,1
ENSMUSG00000022619,Mapk8ip2,12,72,78,304,308,8
ENSMUSG00000022620,Arsa,2,12,10,41,37,3
ENSMUSG00000022621,Rabl2,3,11,23,55,57,4
ENSMUSG00000022622,Acr,0,0,0,1,1,0
ENSMUSG00000022623,Shank3,5,24,148,184,257,7
ENSMUSG00000022629,Kif21a,9,23,30,151,166,1
ENSMUSG00000022634,Yaf2,4,16,33,190,202,3
ENSMUSG00000022635,Zcrb1,2,12,15,92,95,5
ENSMUSG00000022636,Alcam,0,0,11,12,32,0
ENSMUSG00000022637,Cblb,0,0,7,8,8,1
ENSMUSG00000022641,Bbx,1,6,7,58,42,4
ENSMUSG00000022650,Retnlb,0,0,0,0,0,0
ENSMUSG00000022651,Retnlg,0,0,0,0,0,0
ENSMUSG00000022652,Morc1,0,0,0,0,1,0
ENSMUSG00000022656,Nectin3,3,4,62,136,143,7
ENSMUSG00000022657,Cd96,0,0,0,0,0,0
ENSMUSG00000022658,Tagln3,2,5,121,146,115,3
ENSMUSG00000022659,Gcsam,0,0,0,0,0,0
ENSMUSG00000022661,Cd200,1,5,11,54,65,3
ENSMUSG00000022663,Atg3,7,25,29,159,152,4
ENSMUSG00000022664,Slc35a5,11,13,19,118,77,3
ENSMUSG00000022665,Ccdc80,0,0,3,4,2,0
ENSMUSG00000022667,Cd200r1,0,0,0,1,3,0
ENSMUSG00000022668,Gtpbp8,1,13,14,47,35,1
ENSMUSG00000022671,Mzt2,4,30,8,139,137,1
ENSMUSG00000022672,Prkdc,1,1,5,16,25,2
ENSMUSG00000022673,Mcm4,0,1,3,14,9,0
ENSMUSG00000022674,Ube2v2,11,34,17,171,105,7
ENSMUSG00000022676,Snai2,0,0,0,0,0,0
ENSMUSG00000022678,Nde1,0,0,3,7,2,0
ENSMUSG00000022679,Mpv17l,3,10,7,51,57,2
ENSMUSG00000022680,Pdxdc1,0,5,3,29,32,1
ENSMUSG00000022681,Ntan1,1,6,14,75,68,0
ENSMUSG00000022682,Rrn3,5,32,19,151,108,3
ENSMUSG00000022683,Pla2g10,0,0,0,0,0,0
ENSMUSG00000022684,Bfar,5,11,11,119,91,4
ENSMUSG00000022685,Parn,4,8,4,42,41,0
ENSMUSG00000022686,B3gnt5,7,34,6,180,122,5
ENSMUSG00000022687,Boc,0,4,23,16,25,1
ENSMUSG00000022696,Sidt1,0,0,3,6,9,0
ENSMUSG00000022698,Naa50,4,21,21,113,128,2
ENSMUSG00000022701,Ccdc191,1,2,3,6,5,0
ENSMUSG00000022702,Hira,0,8,9,86,101,3
ENSMUSG00000022704,Qtrt2,0,9,11,37,28,2
ENSMUSG00000022705,Drd3,0,0,0,3,23,0
ENSMUSG00000022707,Gbe1,2,1,1,26,17,0
ENSMUSG00000022708,Zbtb20,0,0,43,28,37,1
ENSMUSG00000022710,Usp7,1,31,47,182,209,9
ENSMUSG00000022711,Pmm2,1,9,10,49,59,2
ENSMUSG00000022715,Tmem114,0,0,6,1,6,0
ENSMUSG00000022718,Dgcr8,0,9,18,61,61,4
ENSMUSG00000022721,Trmt2a,1,5,13,47,46,2
ENSMUSG00000022722,Arl6,3,10,11,70,88,6
ENSMUSG00000022723,Crybg3,0,1,0,2,2,0
ENSMUSG00000022738,Gsc2,0,0,0,0,0,0
ENSMUSG00000022742,Cpox,8,25,8,114,107,6
ENSMUSG00000022744,Cldnd1,22,99,36,594,368,14
ENSMUSG00000022747,St3gal6,6,12,6,40,18,2
ENSMUSG00000022749,Tbc1d23,1,5,8,24,21,2
ENSMUSG00000022750,Klhl22,7,27,17,179,178,9
ENSMUSG00000022751,Nit2,1,8,4,32,46,0
ENSMUSG00000022752,Tomm70a,8,31,15,129,128,1
ENSMUSG00000022753,Tmem30c,0,0,1,1,1,0
ENSMUSG00000022754,Tmem45a,0,0,0,0,2,0
ENSMUSG00000022755,Adgrg7,0,0,0,0,0,0
ENSMUSG00000022756,Slc7a4,2,12,6,62,107,1
ENSMUSG00000022757,Tfg,25,86,41,552,365,9
ENSMUSG00000022758,P2rx6,0,0,0,0,0,0
ENSMUSG00000022759,Lrrc74b,0,0,0,0,0,0
ENSMUSG00000022760,Thap7,2,8,10,53,62,0
ENSMUSG00000022761,Lztr1,2,15,15,82,97,6
ENSMUSG00000022762,Ncam2,10,44,25,180,113,5
ENSMUSG00000022763,Aifm3,3,20,62,141,88,4
ENSMUSG00000022765,Snap29,0,12,8,58,58,2
ENSMUSG00000022766,Serpind1,0,0,0,0,0,0
ENSMUSG00000022768,Ccdc116,0,0,2,5,6,0
ENSMUSG00000022769,Sdf2l1,7,26,8,134,96,4
ENSMUSG00000022770,Dlg1,0,2,29,26,24,1
ENSMUSG00000022771,Ppil2,5,14,15,71,77,5
ENSMUSG00000022772,Senp5,4,12,6,77,75,2
ENSMUSG00000022773,Ypel1,0,1,4,3,8,0
ENSMUSG00000022774,Ncbp2,5,22,26,159,129,7
ENSMUSG00000022779,Top3b,0,5,19,53,55,3
ENSMUSG00000022780,Meltf,0,0,0,0,0,0
ENSMUSG00000022781,Pak2,7,26,14,122,134,6
ENSMUSG00000022783,Spag6l,0,0,0,1,0,0
ENSMUSG00000022787,Wdr53,0,0,4,5,8,0
ENSMUSG00000022788,Fgd4,0,2,22,26,41,1
ENSMUSG00000022789,Dnm1l,23,67,63,452,382,15
ENSMUSG00000022790,Igsf11,0,0,6,3,1,0
ENSMUSG00000022791,Tnk2,1,5,17,33,42,1
ENSMUSG00000022792,Yars2,3,7,2,50,46,1
ENSMUSG00000022793,B4galt4,7,8,7,90,60,3
ENSMUSG00000022797,Tfrc,4,19,8,200,187,16
ENSMUSG00000022798,Tex55,0,0,0,0,0,0
ENSMUSG00000022799,Arhgap31,15,58,14,271,265,12
ENSMUSG00000022800,Fyttd1,6,21,25,147,144,8
ENSMUSG00000022801,Lrch3,0,7,38,53,59,7
ENSMUSG00000022802,Lmln,4,12,4,75,65,2
ENSMUSG00000022803,Popdc2,0,0,0,0,0,0
ENSMUSG00000022807,Osbpl11,2,6,10,54,58,1
ENSMUSG00000022808,Snx4,1,12,13,41,68,2
ENSMUSG00000022809,Nr1i2,0,0,0,0,0,0
ENSMUSG00000022811,Zfp148,0,5,5,40,29,0
ENSMUSG00000022812,Gsk3b,16,81,68,501,457,8
ENSMUSG00000022814,Umps,0,6,8,39,44,2
ENSMUSG00000022816,Fstl1,0,0,3,1,12,0
ENSMUSG00000022817,Itgb5,0,0,12,10,6,0
ENSMUSG00000022818,Cyp2ab1,0,0,0,0,0,0
ENSMUSG00000022820,Ndufb4,1,7,7,83,67,1
ENSMUSG00000022821,Hgd,0,4,0,2,0,0
ENSMUSG00000022822,Abcc5,7,38,91,288,286,8
ENSMUSG00000022824,Muc13,0,0,0,0,0,0
ENSMUSG00000022827,Rabl3,3,7,2,31,22,5
ENSMUSG00000022828,Gtf2e1,3,10,5,60,69,4
ENSMUSG00000022829,Stxbp5l,0,1,55,63,94,3
ENSMUSG00000022831,Hcls1,0,0,0,7,5,0
ENSMUSG00000022832,Ropn1,0,0,0,1,0,0
ENSMUSG00000022833,Ccdc14,0,0,0,2,3,0
ENSMUSG00000022836,Mylk,0,0,0,1,0,0
ENSMUSG00000022837,Iqcb1,0,4,6,20,21,0
ENSMUSG00000022838,Eaf2,0,0,0,0,1,0
ENSMUSG00000022840,Adcy5,0,0,8,11,26,0
ENSMUSG00000022841,Ap2m1,13,70,75,589,534,12
ENSMUSG00000022842,Ece2,6,18,28,124,91,10
ENSMUSG00000022843,Clcn2,1,3,18,33,46,1
ENSMUSG00000022844,Pdia5,0,0,0,6,4,0
ENSMUSG00000022847,Thpo,0,0,3,3,5,0
ENSMUSG00000022848,Slc49a4,11,74,37,355,255,18
ENSMUSG00000022849,Hspbap1,0,8,4,33,25,0
ENSMUSG00000022853,Ehhadh,0,0,2,2,3,0
ENSMUSG00000022855,Senp2,9,36,26,190,137,5
ENSMUSG00000022856,Tmem41a,19,84,11,289,271,7
ENSMUSG00000022857,Tmprss15,0,0,0,0,0,0
ENSMUSG00000022858,Tra2b,3,8,8,64,72,1
ENSMUSG00000022860,Chodl,0,0,0,0,0,0
ENSMUSG00000022861,Dgkg,24,62,12,248,169,9
ENSMUSG00000022863,Btg3,1,2,0,4,4,0
ENSMUSG00000022864,D16Ertd472e,0,3,0,11,19,0
ENSMUSG00000022865,Cxadr,1,15,19,70,115,8
ENSMUSG00000022867,Usp25,0,1,5,30,29,1
ENSMUSG00000022868,Ahsg,0,0,0,0,0,0
ENSMUSG00000022871,Fetub,0,0,0,0,0,0
ENSMUSG00000022875,Kng1,0,0,0,0,0,0
ENSMUSG00000022876,Samsn1,0,0,0,0,0,0
ENSMUSG00000022877,Hrg,0,0,0,0,0,0
ENSMUSG00000022878,Adipoq,0,0,0,0,0,0
ENSMUSG00000022881,Rfc4,0,0,2,8,11,0
ENSMUSG00000022883,Robo1,0,0,4,12,11,0
ENSMUSG00000022884,Eif4a2,53,221,128,1177,1048,17
ENSMUSG00000022885,St6gal1,0,0,2,3,2,0
ENSMUSG00000022886,Prl2a1,0,0,0,0,0,0
ENSMUSG00000022887,Masp1,0,0,3,29,58,0
